;Compound Identifier;Intensity;INTENSITY/STRENGTH;VALENCE/PLEASANTNESS;BAKERY;SWEET;FRUIT;FISH;GARLIC;SPICES;COLD;SOUR;BURNT;ACID;WARM;MUSKY;SWEATY;AMMONIA/URINOUS;DECAYED;WOOD;GRASS;FLOWER;CHEMICAL
455;13561;1;5.0;6.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
456;14104;0;3.0;5.0;1.0;1.0;1.0;0.0;1.0;2.0;0.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0
457;14104;1;5.0;5.0;1.0;1.0;0.0;0.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0
458;14228;1;3.0;6.0;0.0;2.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;2.0;1.0
459;14228;0;2.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0
460;14257;1;6.0;4.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0
461;14257;0;3.0;6.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0
462;14286;0;8.0;6.0;2.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
463;14286;1;9.0;5.0;2.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
464;14296;0;3.0;6.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;2.0
465;14296;1;8.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;3.0
466;14328;0;4.0;6.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0
467;14328;1;7.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
468;14491;1;8.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0
469;14491;0;4.0;4.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0
470;14514;0;3.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
471;14514;1;8.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;4.0
472;14525;0;1.0;5.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0
473;14525;1;7.0;5.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;4.0
474;15037;0;4.0;5.0;0.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
475;15037;1;8.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;1.0;2.0;1.0;2.0
476;15380;0;4.0;5.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
477;15380;1;8.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;2.0;1.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;2.0
478;15510;1;10.0;2.0;1.0;1.0;1.0;1.0;4.0;2.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0
479;15510;0;8.0;3.0;1.0;1.0;1.0;2.0;4.0;2.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;2.0;2.0;1.0;1.0;1.0;2.0
480;15606;1;6.0;6.0;1.0;4.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
481;15606;0;4.0;6.0;1.0;3.0;2.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;2.0;2.0
482;15717;0;3.0;5.0;0.0;2.0;1.0;0.0;1.0;1.0;0.0;3.0;2.0;1.0;1.0;2.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0
483;15717;1;4.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;2.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0
484;16255;0;3.0;6.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
485;16255;1;7.0;6.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0
486;16324;1;9.0;3.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;2.0;1.0;2.0;1.0;1.0;1.0;2.0
487;16324;0;6.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0
488;16741;0;4.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
489;16741;1;8.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0
490;17121;0;3.0;5.0;0.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0
491;17121;1;6.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
492;17525;0;2.0;5.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
493;17525;1;5.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;2.0;1.0;2.0;1.0;1.0;1.0;2.0
494;17617;0;4.0;6.0;1.0;2.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;2.0
495;17617;1;6.0;6.0;2.0;3.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
496;18554;1;6.0;4.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;4.0
497;18554;0;4.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0
498;18635;1;9.0;3.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;3.0;1.0;1.0;2.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0
499;18635;0;8.0;4.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;1.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0
500;18827;0;4.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
501;18827;1;7.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
502;19310;0;7.0;3.0;1.0;1.0;1.0;2.0;3.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0
503;19310;1;8.0;3.0;1.0;1.0;0.0;1.0;3.0;2.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0
504;21057;0;6.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0
505;21057;1;9.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;4.0
506;21648;0;5.0;6.0;1.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
507;21648;1;6.0;5.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
508;22310;1;5.0;5.0;0.0;2.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0
509;22310;0;2.0;5.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0
510;22386;1;5.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0
511;22386;0;3.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
512;22873;0;4.0;5.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
513;22873;1;7.0;5.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
514;23235;0;5.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0
515;23235;1;7.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0
516;23642;1;9.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;3.0;1.0;1.0;3.0;1.0;2.0;2.0;1.0;1.0;1.0;2.0
517;23642;0;3.0;6.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
518;24020;1;8.0;8.0;1.0;6.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0
519;24020;0;6.0;8.0;1.0;6.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0
520;24116;0;2.0;6.0;1.0;1.0;1.0;0.0;0.0;1.0;2.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
521;24116;1;6.0;6.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0
522;24197;1;3.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0
523;24197;0;2.0;6.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
524;24473;0;5.0;5.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
525;24473;1;9.0;4.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;4.0
526;24513;1;8.0;5.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;3.0
527;24513;0;3.0;6.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;2.0;1.0;1.0
528;24834;0;4.0;7.0;1.0;3.0;1.0;0.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0
529;24834;1;7.0;7.0;1.0;5.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0
530;26331;0;4.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
531;26331;1;9.0;4.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
532;27457;0;7.0;5.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
533;27457;1;9.0;4.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;2.0;1.0;1.0;2.0;2.0;1.0;1.0;2.0
534;27458;1;8.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;1.0;2.0
535;27458;0;3.0;4.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0
536;31209;0;6.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0
537;31209;1;7.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
538;31210;1;6.0;5.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0
539;31210;0;3.0;5.0;1.0;2.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0
540;31225;1;6.0;6.0;1.0;2.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0
541;31225;0;3.0;6.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0
542;31234;0;4.0;5.0;1.0;2.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
543;31234;1;7.0;5.0;1.0;3.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0
544;31244;1;8.0;7.0;1.0;3.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
545;31244;0;5.0;7.0;1.0;3.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0
546;31246;0;4.0;6.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;4.0
547;31246;1;8.0;6.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;4.0
548;31249;1;8.0;7.0;1.0;4.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0
549;31249;0;5.0;7.0;1.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0
550;31252;1;6.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0
551;31252;0;4.0;5.0;1.0;2.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0
552;31260;1;7.0;6.0;2.0;4.0;2.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
553;31260;0;3.0;5.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;2.0;1.0
554;31265;0;6.0;8.0;2.0;5.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0
555;31265;1;8.0;8.0;2.0;6.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
556;31266;0;3.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
557;31266;1;6.0;8.0;1.0;5.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0
558;31268;0;3.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0
559;31268;1;3.0;5.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
560;31272;1;8.0;6.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;4.0
561;31272;0;4.0;7.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0
562;31404;0;2.0;6.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0
563;31404;1;4.0;6.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0
564;32594;0;8.0;5.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0
565;32594;1;9.0;4.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0
566;33032;1;6.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;3.0
567;33032;0;4.0;5.0;2.0;1.0;0.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
568;36822;0;4.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
569;36822;1;8.0;6.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
570;60999;0;4.0;5.0;1.0;2.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
571;60999;1;6.0;4.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;2.0;1.0
572;61005;0;4.0;6.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0
573;61005;1;6.0;5.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;3.0
574;61024;0;2.0;6.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0
575;61024;1;3.0;6.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0
576;61027;1;6.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
577;61027;0;3.0;5.0;0.0;1.0;0.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0
578;61048;1;8.0;5.0;1.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0
579;61048;0;4.0;5.0;0.0;2.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
580;61052;1;7.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0
581;61052;0;3.0;6.0;1.0;3.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
582;61130;0;4.0;6.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0
583;61130;1;7.0;4.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0
584;61138;0;7.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;4.0;1.0;1.0;1.0;3.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0
585;61138;1;9.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;4.0;1.0;1.0;1.0;3.0;3.0;2.0;3.0;1.0;1.0;1.0;2.0
586;61151;0;3.0;5.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
587;61151;1;5.0;5.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0
588;61155;0;6.0;5.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
589;61155;1;8.0;4.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0
590;61177;1;7.0;6.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;3.0
591;61177;0;4.0;5.0;1.0;2.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
592;61185;1;4.0;5.0;1.0;2.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
593;61185;0;3.0;6.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0
594;61192;1;7.0;4.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
595;61192;0;4.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0
596;61199;0;5.0;7.0;2.0;4.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
597;61199;1;5.0;6.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
598;61204;0;4.0;6.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
599;61204;1;7.0;7.0;1.0;4.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0
600;61209;0;8.0;5.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
601;61209;1;9.0;4.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;5.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
602;61229;1;7.0;8.0;4.0;6.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
603;61229;0;6.0;8.0;4.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
604;61252;1;9.0;3.0;1.0;1.0;1.0;2.0;4.0;2.0;1.0;2.0;2.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0
605;61252;0;4.0;4.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
606;61293;1;6.0;5.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;2.0
